id,title,price
835802,StatTrak™ USP-S | Monster Mashup (Minimal Wear),36.01
42776,Flip | Urban Masked (Field-Tested),125.68
35162,M4A1-S | Atomic Alloy (Minimal Wear),36.28
857682,StatTrak™ AK-47 | Slate (Factory New),27.66
781713,StatTrak™ Desert Eagle | Printstream (Battle-Scarred),42.1
759569,Navaja | Urban Masked (Field-Tested),66.12
759367,StatTrak™ AK-47 | Neon Rider (Field-Tested),55.31
759234,AK-47 | Neon Rider (Minimal Wear),48.23
42447,Bloodhound | Bronzed (Field-Tested),57.12
38801,StatTrak™ M4A1-S | Chantico's Fire (Field-Tested),42.82
38166,StatTrak™ AK-47 | Cartel (Factory New),56.07
35252,M4A4 | Asiimov (Battle-Scarred),44.25
33957,AK-47 | Red Laminate (Minimal Wear),50.17
763388,StatTrak™ UMP-45 | Momentum (Factory New),15.94
877212,Souvenir UMP-45 | Fade (Factory New),69.59
876921,Souvenir MP5-SD | Oxide Oasis (Factory New),28.82
836063,Moto | Finish Line (Well-Worn),93.84
836018,Moto | 3rd Commando Company (Minimal Wear),101.53
776034,MP9 | Stained Glass (Factory New),76.8
43174,Shadow Daggers | Case Hardened (Field-Tested),120.85
769543,Ursus | Ultraviolet (Battle-Scarred),106.77
38321,StatTrak™ AWP | Redline (Minimal Wear),114.23
42726,Flip | Forest DDPAT (Field-Tested),114.23
42367,Bayonet | Boreal Forest (Field-Tested),174.56
38402,StatTrak™ Desert Eagle | Cobalt Disruption (Factory New),116.98
42995,Karambit | Damascus Steel (Field-Tested),585.11
871810,Bowie | Autotronic (Field-Tested),160.8
871798,USP-S | Whiteout (Factory New),143.95
871585,Desert Eagle | Ocean Drive (Factory New),109.34
836145,Hand Wraps | CAUTION! (Battle-Scarred),131.73
769556,StatTrak™ Stiletto | Rust Coat (Battle-Scarred),158.23
759736,Stiletto | Boreal Forest (Battle-Scarred),125.29
45556,Hydra | Case Hardened (Minimal Wear),141.5
42452,Bloodhound | Charred (Minimal Wear),195.53
38713,StatTrak™ Glock-18 | Dragon Tattoo (Factory New),194.05
38159,StatTrak™ AK-47 | Bloodsport (Minimal Wear),171.73
45504,Driver | King Snake (Field-Tested),345.4
835805,Little Kev | The Professionals,11.81
835467,SSG 08 | Threat Detected (Factory New),12.67
871396,Bowie | Bright Water (Minimal Wear),109.09
871196,Glock-18 | Gamma Doppler (Factory New),44.12
43143,M9 Bayonet | Urban Masked (Field-Tested),330.73
871993,Falchion | Autotronic (Battle-Scarred),144.98
759400,Stiletto | Urban Masked (Well-Worn),138.8
35213,M4A1-S | Guardian (Field-Tested),14.15
38529,StatTrak™ FAMAS | Roll Cage (Factory New),51.22
776860,StatTrak™ Skeleton | Scorched (Field-Tested),216.63
847324,Sticker | TYLOO (Gold) | 2020 RMR,11.95
33882,AK-47 | Case Hardened (Field-Tested),196.43
42181,USP-S | Kill Confirmed (Factory New),137.64
43041,Karambit | Tiger Tooth (Factory New),964.79
43008,Karambit | Freehand (Field-Tested),514.56
871501,Cmdr. Davida 'Goggles' Fernandez | SEAL Frogman,32.87
776897,StatTrak™ Skeleton | Urban Masked (Battle-Scarred),215.6
33861,AK-47 | Aquamarine Revenge (Minimal Wear),43.53
769632,Ursus | Damascus Steel (Well-Worn),120.79
763243,AWP | Neo-Noir (Factory New),26.76
769529,Stiletto | Rust Coat (Well-Worn),176.11
779297,StatTrak™ AK-47 | Phantom Disruptor (Minimal Wear),14.99
781671,Desert Eagle | Printstream (Minimal Wear),43.22
773698,AWP | Wildfire (Field-Tested),43.35
835939,Specialist | Marble Fade (Field-Tested),259.08
45390,StatTrak™ AWP | Mortis (Factory New),13.42
38829,StatTrak™ M4A1-S | Hyper Beast (Factory New),351.18
45412,Specialist | Crimson Web (Field-Tested),226.07
35186,M4A1-S | Chantico's Fire (Field-Tested),18.07
35885,Operation Hydra Case,15.03
871885,StatTrak™ XM1014 | Watchdog (Factory New),13.06
38310,StatTrak™ AWP | Lightning Strike (Factory New),757.3
38293,StatTrak™ AWP | Elite Build (Battle-Scarred),17.49
38219,StatTrak™ AK-47 | Redline (Battle-Scarred),17.11
33952,AK-47 | Predator (Minimal Wear),11.42
43569,StatTrak™ Flip | Ultraviolet (Minimal Wear),214.96
773857,Classic | Case Hardened (Well-Worn),178.94
33870,AK-47 | Bloodsport (Minimal Wear),77.76
759504,Specialist | Buckshot (Factory New),402.64
900638,StatTrak™ AK-47 | Ice Coaled (Minimal Wear),23.15
43705,StatTrak™ Karambit | Black Laminate (Battle-Scarred),616.05
871925,Butterfly | Bright Water (Well-Worn),637.66
871099,AK-47 | Leet Museo (Minimal Wear),19.68
900494,USP-S | Printstream (Field-Tested),31.45
38189,StatTrak™ AK-47 | Fuel Injector (Battle-Scarred),134.43
42429,Bayonet | Stained (Battle-Scarred),210.58
759522,Talon | Urban Masked (Minimal Wear),250.72
769515,Stiletto | Doppler (Minimal Wear),496.03
773720,AWP | Wildfire (Minimal Wear),66.12
43736,StatTrak™ Karambit | Forest DDPAT (Field-Tested),358.13
836243,Driver | Rezan the Red (Battle-Scarred),66.63
42724,Flip | Forest DDPAT (Battle-Scarred),112.82
43719,StatTrak™ Karambit | Bright Water (Field-Tested),481.37
779417,StatTrak™ M4A1-S | Player Two (Factory New),182.67
775988,Skeleton,744.3
38221,StatTrak™ AK-47 | Redline (Minimal Wear),154.17
42527,Bowie | Urban Masked (Field-Tested),84.77
776951,StatTrak™ Survival,200.81
835408,Sir Bloody Skullhead Darryl | The Professionals,15.24
836125,Specialist | Lt. Commander (Well-Worn),128.77
43315,StatTrak™ Bayonet | Safari Mesh (Field-Tested),166.33
35216,M4A1-S | Hot Rod (Factory New),626.47
43726,StatTrak™ Karambit | Crimson Web (Field-Tested),667.51
769656,Ursus | Ultraviolet (Well-Worn),133.14
759575,Stiletto | Night Stripe (Well-Worn),147.68
35239,M4A1-S | Mecha Industries (Field-Tested),21.03
42411,Bayonet | Night (Battle-Scarred),177.91
921527,M4A4 | Temukau (Minimal Wear),66.88
835851,Broken Fang | Unhinged (Field-Tested),49.52
904201,StatTrak™ Music Kit | Knock2. dashstar*,16.08
43775,StatTrak™ M9 Bayonet | Autotronic (Battle-Scarred),649.24
38054,Souvenir Tec-9 | Brass (Minimal Wear),21.48
900529,AK-47 | Ice Coaled (Factory New),17.56
42416,Bayonet | Rust Coat (Well-Worn),208.39
42593,Butterfly | Urban Masked (Battle-Scarred),460.91
34463,Desert Eagle | Pilot (Minimal Wear),69.21
43126,M9 Bayonet | Scorched (Minimal Wear),347.32
776953,Nomad | Forest DDPAT (Well-Worn),111.14
759405,Ursus | Crimson Web (Field-Tested),243
759405,Ursus | Crimson Web (Field-Tested),243
35197,M4A1-S | Decimator (Factory New),29.72
42618,Falchion | Boreal Forest (Battle-Scarred),79.24
42745,Flip | Night (Field-Tested),145.62
43145,M9 Bayonet | Urban Masked (Well-Worn),325.07
42399,Bayonet | Freehand (Field-Tested),254.45
42746,Flip | Night (Minimal Wear),208.91
43139,M9 Bayonet | Ultraviolet (Field-Tested),385.02
43084,M9 Bayonet | Crimson Web (Minimal Wear),1189.91
35192,M4A1-S | Cyrex (Minimal Wear),18.97
35898,P2000 | Amber Fade (Factory New),10.08
836373,Hand Wraps | Giraffe (Well-Worn),61.1
763250,AK-47 | Asiimov (Field-Tested),21.74
759245,Desert Eagle | Code Red (Minimal Wear),25.73
35322,M4A4 | Radiation Hazard (Field-Tested),18.39
763311,AK-47 | Asiimov (Minimal Wear),36.92
33945,AK-47 | Point Disarray (Factory New),20.32
886981,AK-47 | Nightwish (Field-Tested),10.81
921876,AWP | Duality (Factory New),16.59
39729,StatTrak™ USP-S | Cyrex (Factory New),12.05
35345,M4A4 | X-Ray (Factory New),16.08
34126,AWP | Redline (Minimal Wear),48.11
42180,USP-S | Kill Confirmed (Battle-Scarred),29.19
42548,Butterfly | Crimson Web (Minimal Wear),1400.62
35829,Nova | Hyper Beast (Minimal Wear),13.68
33961,AK-47 | Redline (Minimal Wear),57.82
34119,AWP | Pink DDPAT (Minimal Wear),34.73
835636,USP-S | Monster Mashup (Field-Tested),13.3
769499,Talon | Damascus Steel (Field-Tested),326.74
835545,Sir Bloody Silent Darryl | The Professionals,12.31
781598,Desert Eagle | Printstream (Field-Tested),30.62
871457,Bloody Darryl The Strapped | The Professionals,14.15
45430,Hand Wraps | Duct Tape (Minimal Wear),78.08
39824,Sticker Capsule 2,15.95
769497,Stiletto | Marble Fade (Factory New),447.66
872144,Butterfly | Gamma Doppler (Minimal Wear),1786.15
42229,USP-S | Stainless (Factory New),18.65
42722,Flip | Fade (Factory New),744.56
835686,Sport | Slingshot (Minimal Wear),2424.78
45582,Sport | Vice (Field-Tested),1187.34
45582,Sport | Vice (Field-Tested),1187.34
871836,Falchion | Autotronic (Field-Tested),155.33
43091,M9 Bayonet | Doppler (Factory New),913.27
38226,StatTrak™ AK-47 | The Empress (Minimal Wear),109.15
759326,Talon,443.03
776882,Nomad | Scorched (Minimal Wear),130.9
34085,AWP | Elite Build (Minimal Wear),14.15
921602,StatTrak™ UMP-45 | Wild Child (Minimal Wear),11.53
45578,Hand Wraps | Overprint (Field-Tested),203.25
43104,M9 Bayonet | Gamma Doppler (Factory New),1195.05
34439,Desert Eagle | Midnight Storm (Factory New),18.65
40917,Sticker | Team EnVyUs (Holo) | Boston 2018,25.66
835943,AWP | Silk Tiger (Factory New),212.25
921569,M4A4 | Temukau (Field-Tested),19.75
769439,Stiletto | Damascus Steel (Well-Worn),200.03
38163,StatTrak™ AK-47 | Blue Laminate (Minimal Wear),18.46
34105,AWP | Medusa (Minimal Wear),2495.27
776607,StatTrak™ Paracord | Fade (Factory New),500.08
42988,Karambit | Case Hardened (Well-Worn),659.79
34094,AWP | Hyper Beast (Battle-Scarred),18.65
857611,M4A4 | In Living Color (Minimal Wear),11.19
43045,Karambit | Ultraviolet (Field-Tested),466.96
835886,Hand Wraps | Constrictor (Field-Tested),46.68
35237,M4A1-S | Mecha Industries (Battle-Scarred),15.09
35638,MP9 | Bulldozer (Well-Worn),42.45
42192,USP-S | Neo-Noir (Field-Tested),11.82
33980,AK-47 | Wasteland Rebel (Field-Tested),20.83
759341,AK-47 | Neon Rider (Field-Tested),25.34
33868,AK-47 | Bloodsport (Factory New),98.34
835800,M4A1-S | Printstream (Minimal Wear),195.15
45549,Driver | Imperial Plaid (Field-Tested),270.14
43055,M9 Bayonet | Autotronic (Field-Tested),803.99
35220,M4A1-S | Hyper Beast (Field-Tested),18.52
835635,USP-S | Monster Mashup (Minimal Wear),19.87
927367,FAMAS | Waters of Nephthys (Field-Tested),54.92
759294,StatTrak™ FAMAS | Eye of Athena (Minimal Wear),10.61
45606,Specialist | Mogul (Minimal Wear),298.44
33976,AK-47 | Vulcan (Minimal Wear),363.15
39263,StatTrak™ P250 | Muertos (Factory New),22.19
33960,AK-47 | Redline (Field-Tested),12.72
33960,AK-47 | Redline (Field-Tested),12.72
759325,Stiletto | Case Hardened (Field-Tested),282.88
872022,Shadow Daggers | Freehand (Factory New),101.17
33913,AK-47 | Fuel Injector (Well-Worn),88.12
38811,StatTrak™ M4A1-S | Decimator (Field-Tested),22.77
759399,Stiletto | Slaughter (Factory New),450.11
835732,Moto | Smoke Out (Field-Tested),128.51
835348,Number K | The Professionals,25.7
836009,Broken Fang | Yellow-banded (Field-Tested),60.46
876043,Sticker | Tyloo (Holo) | Stockholm 2021,27.14
769612,StatTrak™ Ursus | Doppler (Factory New),460.27
43262,Sport | Superconductor (Field-Tested),1582.26
42203,USP-S | Orion (Minimal Wear),36.28
763332,AWP | Neo-Noir (Field-Tested),17.17
42587,Butterfly | Tiger Tooth (Factory New),1312.05
42602,Driver | Crimson Weave (Field-Tested),263.71
835938,Sport | Big Game (Field-Tested),209.68
835948,Sport | Nocts (Battle-Scarred),141.5
835624,M4A1-S | Printstream (Field-Tested),119.57
769583,M4A4 | The Emperor (Minimal Wear),32.42
42345,eSports 2013 Case,34.73
927358,Nova | Sobek's Bite (Minimal Wear),11.27
927352,Glock-18 | Ramese's Reach (Minimal Wear),11.8
35190,M4A1-S | Cyrex (Factory New),25.99
887008,MP9 | Starlight Protector (Factory New),16.59
769500,Talon | Doppler (Factory New),857.59
759510,Stiletto | Boreal Forest (Well-Worn),127.35
755670,Butterfly | Urban Masked (Factory New),936.49
759640,Talon | Blue Steel (Minimal Wear),379.16
34066,AWP | Asiimov (Field-Tested),106.64
836016,Specialist | Field Agent (Minimal Wear),576.69
775601,AWP | Containment Breach (Minimal Wear),115.58
759827,Talon | Case Hardened (Factory New),841.17
38862,StatTrak™ M4A4 | Desolate Space (Factory New),68.44
33883,AK-47 | Case Hardened (Minimal Wear),215.83
45261,M4A4 | Neo-Noir (Factory New),27.4
835359,SCAR-20 | Magna Carta (Factory New),13.38
38832,StatTrak™ M4A1-S | Hyper Beast (Well-Worn),33.45
35183,M4A1-S | Bright Water (Minimal Wear),21.39
38227,StatTrak™ AK-47 | The Empress (Well-Worn),50.17
42191,USP-S | Neo-Noir (Factory New),29.65
871462,Cmdr. Frank 'Wet Sox' Baroud | SEAL Frogman,26.69
759314,StatTrak™ Sawed-Off | Devourer (Minimal Wear),10.27
42394,Bayonet | Forest DDPAT (Field-Tested),168.52
877231,Souvenir SSG 08 | Death Strike (Battle-Scarred),49.84
43538,StatTrak™ Flip | Gamma Doppler (Factory New),552.89
35218,M4A1-S | Hyper Beast (Battle-Scarred),10.29
45490,Specialist | Buckshot (Field-Tested),52.48
769477,Navaja | Doppler (Factory New),180.09
34098,AWP | Hyper Beast (Well-Worn),19.55
38254,StatTrak™ AUG | Fleet Flock (Factory New),19.86
35328,M4A4 | Royal Paladin (Minimal Wear),17.3
857705,StatTrak™ USP-S | The Traitor (Minimal Wear),43.22
927360,P250 | Apep's Curse (Field-Tested),53.57
922116,StatTrak™ AWP | Duality (Factory New),52.34
42193,USP-S | Neo-Noir (Minimal Wear),17.88
38167,StatTrak™ AK-47 | Cartel (Field-Tested),20.58
769502,Talon | Ultraviolet (Field-Tested),262.36
42740,Flip | Lore (Well-Worn),244.41
35238,M4A1-S | Mecha Industries (Factory New),56.47
34065,AWP | Asiimov (Battle-Scarred),58.72
42538,Butterfly | Boreal Forest (Field-Tested),488.06
759633,Ursus | Night Stripe (Field-Tested),100.27
35281,M4A4 | Desolate Space (Factory New),20.44
835940,Driver | Queen Jaguar (Field-Tested),59.37
45551,Driver | Racing Green (Minimal Wear),63.86
33905,AK-47 | Frontside Misty (Factory New),48.69
776669,Nomad | Scorched (Field-Tested),115.45
42686,Flip | Autotronic (Minimal Wear),302.3
35020,Glock-18 | Fade (Factory New),1271.66
836042,Sport | Big Game (Well-Worn),168.45
836114,Hand Wraps | Desert Shamagh (Battle-Scarred),43.74
769563,Talon | Tiger Tooth (Factory New),590.07
835547,M4A1-S | Blue Phosphor (Factory New),520.99
33890,AK-47 | Emerald Pinstripe (Factory New),11.15
871117,Glock-18 | Gamma Doppler (Field-Tested),30.62
38828,StatTrak™ M4A1-S | Hyper Beast (Battle-Scarred),31.26
41029,Sticker | Virtus.Pro (Holo) | DreamHack 2014,192.96
777064,Skeleton | Boreal Forest (Well-Worn),197.72
39969,Sticker | Cloud9 | DreamHack 2014,28.24
39969,Sticker | Cloud9 | DreamHack 2014,28.24
872021,Falchion | Bright Water (Minimal Wear),107.34
871710,D Squadron Officer | NZSAS,16.08
871329,Desert Eagle | Ocean Drive (Field-Tested),15.36
38737,StatTrak™ Glock-18 | Wasteland Rebel (Factory New),25.38
836117,Moto | Blood Pressure (Minimal Wear),322.75
34064,AUG | Wings (Minimal Wear),13.76
835873,Sport | Nocts (Field-Tested),194.24
773668,FAMAS | Commemoration (Factory New),18.65
35210,M4A1-S | Golden Coil (Well-Worn),31.39
34102,AWP | Man-o'-war (Minimal Wear),25.98
43000,Karambit | Fade (Factory New),2326.95
35199,M4A1-S | Decimator (Minimal Wear),15.76
872010,Butterfly | Lore (Well-Worn),885.79
871929,Shadow Daggers | Lore (Factory New),321.34
769831,StatTrak™ Ursus | Ultraviolet (Field-Tested),139.7
769572,M4A4 | The Emperor (Field-Tested),10.29
42873,Gut | Urban Masked (Well-Worn),81.75
33975,AK-47 | Vulcan (Field-Tested),179.07
835824,AK-47 | X-Ray (Battle-Scarred),223.83
43056,M9 Bayonet | Autotronic (Minimal Wear),987.95
769582,Ursus | Rust Coat (Well-Worn),99.82
835770,M4A4 | Cyber Security (Minimal Wear),20.58
769516,Stiletto | Rust Coat (Battle-Scarred),149.22
43011,Karambit | Gamma Doppler (Factory New),1529.26
757533,Sport | Hedge Maze (Factory New),25727.76
871746,Glock-18 | Snack Attack (Factory New),14.72
835780,M4A1-S | Printstream (Factory New),360.12
776851,StatTrak™ Nomad | Case Hardened (Field-Tested),293.3
34070,AWP | BOOM (Minimal Wear),71.59
34431,Desert Eagle | Kumicho Dragon (Factory New),26.24
40099,Sticker | FaZe Clan (Foil) | Cologne 2016,34.3
40097,Sticker | FaZe Clan (Foil) | Atlanta 2017,171.48
33922,AK-47 | Jaguar (Minimal Wear),41.15
43052,M9 Bayonet,1040.69
927389,P90 | ScaraB Rush (Factory New),15.62
769605,Stiletto | Damascus Steel (Factory New),268.34
43022,Karambit | Night (Well-Worn),408.69
45533,Driver | Overtake (Minimal Wear),179.84
779123,Health Pin,15.44
877101,Souvenir AWP | Desert Hydra (Minimal Wear),1902.31
43259,Sport | Pandora's Box (Field-Tested),3483.54
776691,Paracord | Safari Mesh (Field-Tested),74.61
871769,AK-47 | Gold Arabesque (Factory New),3486.05
759639,StatTrak™ Ursus,231.55
42998,Karambit | Doppler (Factory New),1093.3
33973,AK-47 | Vulcan (Battle-Scarred),67.43
42201,USP-S | Orion (Factory New),43.93
877037,Souvenir AUG | Carved Jade (Factory New),14.41
835463,Getaway Sally | The Professionals,27.91
36430,SCAR-20 | Splash Jam (Minimal Wear),24.44
42065,UMP-45 | Blaze (Factory New),14.41
871942,Shadow Daggers | Autotronic (Field-Tested),95.06
33912,AK-47 | Fuel Injector (Minimal Wear),180.03
36116,P90 | Asiimov (Minimal Wear),12.86
35214,M4A1-S | Guardian (Minimal Wear),17.8
835613,Sir Bloody Darryl Royale | The Professionals,17.43
38575,StatTrak™ Five-SeveN | Monkey Business (Minimal Wear),27.64
35206,M4A1-S | Golden Coil (Battle-Scarred),23.22
871141,M4A4 | The Coalition (Well-Worn),10.92
871141,M4A4 | The Coalition (Well-Worn),10.92
38437,StatTrak™ Desert Eagle | Naga (Factory New),15.82
36135,P90 | Death by Kitty (Field-Tested),30.68
34125,AWP | Redline (Field-Tested),27.27
769425,StatTrak™ Five-SeveN | Angry Mob (Minimal Wear),11.47
776932,Nomad | Case Hardened (Field-Tested),285.84
35355,M4A4 | 龍王 (Dragon King) (Minimal Wear),10.28
33947,AK-47 | Point Disarray (Minimal Wear),11.58
43647,StatTrak™ Gut | Urban Masked (Minimal Wear),92.55
778569,StatTrak™ Skeleton | Safari Mesh (Battle-Scarred),219.84
836080,Sport | Nocts (Minimal Wear),441.49
836055,Sport | Slingshot (Well-Worn),437.31
769637,StatTrak™ Navaja | Doppler (Factory New),202.59
871675,Desert Eagle | Ocean Drive (Well-Worn),10.92
38312,StatTrak™ AWP | Man-o'-war (Minimal Wear),61.04
871226,USP-S | Whiteout (Field-Tested),18.87
45506,Hand Wraps | Arboreal (Minimal Wear),90.82
43801,StatTrak™ M9 Bayonet | Damascus Steel (Minimal Wear),540.15
835879,Hand Wraps | CAUTION! (Field-Tested),177.07
773738,Classic | Case Hardened (Minimal Wear),239.27
762231,M4A1-S | Control Panel (Minimal Wear),17.94
34080,AWP | Electric Hive (Minimal Wear),31.64
33971,AK-47 | The Empress (Minimal Wear),39.43
779415,StatTrak™ MAG-7 | Justice (Factory New),21.07
777055,StatTrak™ Survival | Fade (Factory New),414.47
759498,AK-47 | Neon Rider (Well-Worn),28.94
42455,Bloodhound | Guerrilla (Field-Tested),54.03
45410,Hydra | Rattler (Field-Tested),39.81
769416,Ursus | Rust Coat (Battle-Scarred),96.22
857711,StatTrak™ Galil AR | Chromatic Aberration (Factory New),21.52
38173,StatTrak™ AK-47 | Case Hardened (Minimal Wear),439.94
37855,Souvenir Nova | Sand Dune (Minimal Wear),10.25
871063,Glock-18 | Gamma Doppler (Minimal Wear),35.37
773691,AWP | Wildfire (Battle-Scarred),24.92
835382,Sir Bloody Loudmouth Darryl | The Professionals,23.48
42657,Falchion | Scorched (Battle-Scarred),80.8
759437,StatTrak™ Sawed-Off | Devourer (Factory New),21.75
755689,Brigadier General Pin,10.84
39814,StatTrak™ XM1014 | Tranquility (Factory New),56.6
43251,Sport | Arid (Field-Tested),482.4
39395,StatTrak™ PP-Bizon | High Roller (Factory New),23.35
34902,Galil AR | Cerberus (Factory New),54.29
886753,AK-47 | Nightwish (Minimal Wear),24.06
759433,StatTrak™ FAMAS | Eye of Athena (Factory New),23.86
774977,M4A1-S | Moss Quartz (Factory New),28.98
45468,StatTrak™ USP-S | Cortex (Factory New),25.28
35300,M4A4 | Hellfire (Factory New),50.17
34096,AWP | Hyper Beast (Field-Tested),25.99
39205,StatTrak™ P2000 | Imperial Dragon (Factory New),24.44
871390,Elite Trapper Solman | Guerrilla Warfare,10.27
857690,M4A4 | In Living Color (Factory New),33.38
781660,Desert Eagle | Printstream (Factory New),77.95
39765,StatTrak™ USP-S | Stainless (Factory New),54.8
38320,StatTrak™ AWP | Redline (Field-Tested),58.32
42543,Butterfly | Case Hardened (Field-Tested),720.38
38797,StatTrak™ M4A1-S | Bright Water (Field-Tested),43.99
857700,StatTrak™ M4A4 | In Living Color (Minimal Wear),28.56
900623,StatTrak™ AWP | Chromatic Aberration (Field-Tested),13.51
835932,M4A1-S | Printstream (Well-Worn),117.7
872006,Falchion | Black Laminate (Field-Tested),95.84
33937,AK-47 | Neon Revolution (Minimal Wear),20.2
759910,Navaja | Stained (Well-Worn),70.22
921561,AK-47 | Head Shot (Field-Tested),18.59
775040,MAG-7 | Chainmail (Factory New),16.79
33934,AK-47 | Neon Revolution (Battle-Scarred),10.21
929054,Souvenir AWP | Black Nile (Battle-Scarred),10.93
775097,USP-S | Pathfinder (Factory New),16.98
39265,StatTrak™ P250 | Muertos (Minimal Wear),11.7
38948,StatTrak™ MAC-10 | Neon Rider (Field-Tested),11.43
929029,Souvenir Glock-18 | Ramese's Reach (Field-Tested),13.31
871333,Galil AR | Amber Fade (Minimal Wear),15.94
775979,MAC-10 | Stalker (Minimal Wear),16.53
769557,StatTrak™ Talon | Marble Fade (Factory New),784.7
36371,SCAR-20 | Cardiac (Factory New),10.68
34067,AWP | Asiimov (Well-Worn),76.35
871704,AK-47 | Green Laminate (Factory New),15.18
35610,MP7 | Skulls (Field-Tested),13.62
835606,M4A4 | Cyber Security (Battle-Scarred),10.61
38854,StatTrak™ M4A4 | Buzz Kill (Minimal Wear),32.8
38112,Souvenir USP-S | Road Rash (Field-Tested),12.15
38112,Souvenir USP-S | Road Rash (Field-Tested),12.15
35462,MAG-7 | Bulldozer (Minimal Wear),11.56
34141,AWP | Sun in Leo (Minimal Wear),14.54
42552,Butterfly | Damascus Steel (Field-Tested),729.38
876955,Souvenir MP5-SD | Oxide Oasis (Minimal Wear),17.42
835877,USP-S | Ancient Visions (Factory New),35.63
759503,Navaja | Scorched (Field-Tested),65.61
759386,Navaja | Forest DDPAT (Field-Tested),64.96
38898,StatTrak™ M4A4 | X-Ray (Minimal Wear),40.06
38206,StatTrak™ AK-47 | Orbit Mk01 (Field-Tested),22.9
38113,Souvenir USP-S | Road Rash (Minimal Wear),18.01
35387,MAC-10 | Graven (Field-Tested),16.63
836158,Hand Wraps | Constrictor (Well-Worn),45.99
779275,Glock-18 | Bullet Queen (Factory New),38.01
42849,Gut | Safari Mesh (Field-Tested),70.62
871106,M4A4 | The Coalition (Minimal Wear),58.66
835950,Driver | Queen Jaguar (Well-Worn),55.3
776849,Nomad | Night Stripe (Minimal Wear),186.14
42879,Hand Wraps | Leather (Field-Tested),111.79
35182,M4A1-S | Bright Water (Field-Tested),19.41
35182,M4A1-S | Bright Water (Field-Tested),19.41
769544,StatTrak™ Navaja | Tiger Tooth (Factory New),130.44
759493,Ursus | Boreal Forest (Field-Tested),90.05
42955,Huntsman | Ultraviolet (Well-Worn),103.93
42952,Huntsman | Ultraviolet (Battle-Scarred),100.2
776955,Paracord | Urban Masked (Minimal Wear),96.97
776835,Nomad | Safari Mesh (Minimal Wear),122.21
36390,SCAR-20 | Emerald (Factory New),30.02
775558,M4A4 | Dark Blossom (Factory New),13.86
759246,Desert Eagle | Code Red (Well-Worn),13.63
42720,Flip | Doppler (Factory New),439.61
835816,SG 553 | Hypnotic (Factory New),29.59
43121,M9 Bayonet | Safari Mesh (Minimal Wear),351.12
35676,MP9 | Pandora's Box (Factory New),88.12
42389,Bayonet | Doppler (Factory New),585.18
42359,Bayonet | Black Laminate (Well-Worn),250.78
835985,Broken Fang | Needle Point (Field-Tested),49.14
33942,AK-47 | Orbit Mk01 (Minimal Wear),10.34
759578,Talon | Case Hardened (Battle-Scarred),334.4
769509,StatTrak™ Five-SeveN | Angry Mob (Factory New),30.73
33972,AK-47 | The Empress (Well-Worn),20.25
779328,StatTrak™ MAC-10 | Disco Tech (Factory New),30.74
